,Title,Location,Price,Size,Listing_Type,Governorate,price_per_sqm,Size_boxcox
133,46,119,-0.6391571995296874,-0.8575773602947458,0,6,-0.44069707366495314,11.251403540441654
134,534,52,-0.6896796592992698,0.10703617936332803,0,0,-0.773627798651734,16.388568722135844
135,549,32,-0.33602244091219313,-0.40742437512097807,0,7,-0.2777872820209361,13.93284464905461
140,520,70,3.35211712226732,-0.150194097878825,0,7,3.1832915784160747,15.220753099411704
141,558,48,0.06815723724446582,-0.08588652856828675,0,7,-0.042473138535133584,15.522755733244763
142,24,48,-0.2349775213730284,-0.7932697909842076,0,7,0.1928410049506688,11.67913652277448
143,606,120,2.5942802257235846,-0.034440473119856145,0,7,2.208516420080992,15.759316748626338
145,63,74,1.5838310303319372,-0.150194097878825,0,7,1.4674592821654322,15.220753099411704
146,494,56,0.47233691540112477,-0.40742437512097807,0,7,0.6634692919222737,13.93284464905461
147,620,56,3.604729421115232,0.0041440684664668095,0,7,3.027306824211471,15.933940878682984
149,585,112,-0.3865449006817755,-0.08588652856828675,0,0,-0.46603859680957804,15.522755733244763
151,1952,27,-0.13393260183386366,-0.9218849296052841,0,7,0.5850312440936728,10.803999652740847
154,564,0,-0.0581489121794901,-0.2788092364999015,0,7,-0.047821187250720106,14.59391263995666
155,1153,70,3.35211712226732,2.1648783973005523,0,7,0.683078803879424,23.403546332064252
156,62,72,-0.43706736045135786,-0.7932697909842076,0,7,-0.1433220571719061,11.67913652277448
157,20,34,0.4470756855163336,-0.6003470830525929,0,7,0.9195464480685882,12.864376481416807
159,1158,56,2.341667926875673,2.1648783973005523,0,7,0.2908885647364198,23.403546332064252
162,919,120,3.35211712226732,-0.21450166718936328,0,7,3.3644664171506147,14.911311770203698
164,942,70,2.8468925245714964,1.843340550747861,0,7,0.6206849021975822,22.485652687923526
165,871,70,3.35211712226732,1.843340550747861,0,7,0.8346068508210391,22.485652687923526
168,915,58,0.21972461655321293,-0.5360395137420546,0,7,0.5196662042365054,13.231948446749906
169,1145,32,0.9775615130969485,2.036263258679476,0,7,-0.21287303554209405,23.041956654866855
170,942,70,2.0890556280277606,0.3514049427433734,0,7,1.2362150373877174,17.410774151951607
171,543,26,1.0280839728665307,-0.150194097878825,0,7,0.9281977033438015,15.220753099411704
173,1190,114,-0.43706736045135786,1.7790329814373227,0,0,-0.7658462462877855,22.296293466331946
174,20,34,1.5838310303319372,-0.8318543325705305,0,7,3.406459531659762,11.424725555403963
177,482,30,-0.3865449006817755,-0.6646546523631311,0,7,-0.17483734424589753,12.483953383934407
178,63,74,1.5787787843549788,-0.6003470830525929,0,7,2.469851393386816,12.864376481416807
179,546,31,0.8259941337882014,-0.3431168058104398,0,7,0.9772214832366771,14.267974764928441
181,545,56,0.2702470763227953,-0.21450166718936328,0,7,0.24399625353453888,14.911311770203698
182,870,26,0.06815723724446582,-0.21450166718936328,0,7,0.039375259199058495,14.911311770203698
184,1157,70,3.0995048234194083,2.1648783973005523,0,7,0.5850312440936728,23.403546332064252
185,40,109,0.3207695360923777,-0.5360395137420546,0,7,0.6503962839508401,13.231948446749906
186,602,109,0.6996879843642454,-0.2788092364999015,0,7,0.7543861200872429,14.59391263995666
187,487,34,0.21972461655321293,0.7501118724687106,0,7,-0.2715948045607834,18.935538562310374
188,25,51,0.5733818349402895,-0.6646546523631311,0,7,1.2223403827010544,12.483953383934407
192,33,48,-0.13393260183386366,0.23565131798440456,0,7,-0.3562253298495369,16.936015630615355
195,16,31,0.3207695360923777,-0.150194097878825,0,7,0.24186478484354443,15.220753099411704
197,531,120,2.4679740762996287,-0.2788092364999015,0,7,2.6262031705424898,14.59391263995666
198,549,32,-0.007626452409907733,-0.12447107015460972,0,7,-0.09165765213257594,15.342419593728271
199,13,27,0.6996879843642454,-0.8704388741568535,0,7,2.0036568747437578,11.163573949501506
206,561,53,3.0995048234194083,0.8787270110897871,0,7,1.369411722379681,19.396001786667966
207,933,52,-0.6391571995296874,2.1648783973005523,0,0,-0.8660726407354422,23.403546332064252
208,921,74,3.35211712226732,0.8787270110897871,0,7,1.5164830620583074,19.396001786667966
209,944,109,1.5838310303319372,2.1648783973005523,0,7,-0.0032541146208331854,23.403546332064252
210,914,56,0.4470756855163336,-0.47173194443151634,0,7,0.7192015890636481,13.587783033942882
211,896,109,1.5838310303319372,2.1648783973005523,0,7,-0.0032541146208331854,23.403546332064252
214,575,73,0.775471674018619,0.2742358595707275,0,7,0.32357108466500356,17.09607185414667
215,39,113,-0.18445506160344602,-0.150194097878825,0,6,-0.24837301408521079,15.220753099411704
217,515,50,0.16920215678363057,-0.40742437512097807,0,7,0.31049807669357016,13.93284464905461
219,513,32,-0.2349775213730284,-0.40742437512097807,0,7,-0.16013021027803492,13.93284464905461
221,12,26,0.4470756855163336,-0.6646546523631311,0,7,1.0385012081027714,12.483953383934407
222,556,47,-0.6896796592992698,-0.150194097878825,0,7,-0.7386108130139658,15.220753099411704
223,610,47,-0.6896796592992698,1.5218027041951698,0,7,-0.8660726407354422,21.51763906014748
224,501,120,3.35211712226732,-0.17591712560304032,0,7,3.25391905792276,15.0978970060228
225,1199,109,2.0890556280277606,2.807954090405935,0,7,0.02475947388938129,25.113599538519104
226,79,27,0.47233691540112477,-0.40742437512097807,0,7,0.6634692919222737,13.93284464905461
228,528,113,-0.6896796592992698,-0.40742437512097807,0,6,-0.6895870331210904,13.93284464905461
229,60,67,0.16920215678363057,-0.7289622216736693,0,7,0.7419073397508744,12.089381911407637
231,63,74,1.3817411912536075,-0.6903776800873465,0,7,2.4856454799405387,12.327902355135187
232,582,109,1.0786064326361133,-0.150194097878825,0,7,0.9772214832366771,15.220753099411704
235,63,74,1.2049125820600692,-0.7289622216736693,0,7,2.3498873202371913,12.089381911407637
236,918,70,3.35211712226732,0.8787270110897871,0,7,1.5164830620583074,19.396001786667966
237,516,31,0.19446338666842175,-0.5360395137420546,0,7,0.4869836843079219,13.231948446749906
238,479,27,1.3312187314840251,0.23565131798440456,0,7,0.781126363665175,16.936015630615355
240,578,109,0.3207695360923777,-0.47173194443151634,0,7,0.5643896525598306,13.587783033942882
242,912,51,0.5733818349402895,1.5218027041951698,0,7,-0.2777872820209361,21.51763906014748
243,867,31,0.775471674018619,0.8787270110897871,0,7,0.01635539733631695,19.396001786667966
246,1219,116,1.5838310303319372,2.370662619094275,0,2,-0.052898448689567924,23.96774066878291
247,525,30,0.4218144556315424,-0.40742437512097807,0,7,0.6046407560508232,13.93284464905461
248,495,56,0.6744267544794542,-0.150194097878825,0,7,0.5850312440936728,15.220753099411704
249,582,109,0.47233691540112477,1.5218027041951698,0,7,-0.3248501107180965,21.51763906014748
250,1275,0,0.8512553636729926,2.036263258679476,0,7,-0.26358729060368946,23.041956654866855
252,925,113,-0.6644184294144786,0.23565131798440456,0,6,-0.7680250809496912,16.936015630615355
253,561,53,3.35211712226732,0.8787270110897871,0,7,1.5164830620583074,19.396001786667966
258,31,120,2.5942802257235846,-0.47173194443151634,0,7,3.3510045096285435,13.587783033942882
259,16,31,0.04289600735967464,-0.47173194443151634,0,7,0.2238033922514324,13.587783033942882
260,69,115,-0.18445506160344602,-1.2434227761579755,0,0,1.5374932534409684,8.149985452701628
261,21,37,-0.43706736045135786,-0.8575773602947458,0,7,-0.07867531445602627,11.251403540441654
262,547,31,0.4470756855163336,-0.26594772263779387,0,7,0.4737340140666042,14.658056005049522
264,70,119,0.5733818349402895,-0.5360395137420546,0,6,0.9772214832366771,13.231948446749906
265,904,27,1.3312187314840251,2.1648783973005523,0,7,-0.10130167440658425,23.403546332064252
266,533,117,-0.6896796592992698,0.2485128318465122,0,4,-0.7889332360828115,16.98957364697538
267,1152,70,2.589227979746626,2.807954090405935,0,7,0.19116018964005593,25.113599538519104
270,1208,51,1.836443329179849,2.1648783973005523,0,7,0.09479344516491775,23.403546332064252
271,505,109,0.9775615130969485,-0.4588704305694087,0,7,1.3448998324332435,13.657628643231936
272,884,110,0.34603076597716886,-0.150194097878825,0,7,0.26637667478998206,15.220753099411704
273,602,109,1.2049125820600692,-0.150194097878825,0,7,1.0997809329688657,15.220753099411704
274,900,109,2.947937444110661,1.5218027041951698,0,7,0.8281891923623355,21.51763906014748
275,577,74,1.684875949871102,-0.16305561174093267,0,7,1.5869289978707586,15.159475725847086
276,543,26,-0.6896796592992698,-0.6646546523631311,0,7,-0.6160513632817771,12.483953383934407
278,1191,56,1.836443329179849,2.1648783973005523,0,7,0.09479344516491775,23.403546332064252
279,869,32,-0.10867137194907248,-0.40742437512097807,0,7,-0.013058870599408384,13.93284464905461
280,477,26,0.4470756855163336,-0.40742437512097807,0,7,0.6340550239865484,13.93284464905461
281,63,74,1.457524880907981,-0.6903776800873465,0,7,2.598777279693328,12.327902355135187
282,478,26,1.0280839728665307,-0.150194097878825,0,7,0.9281977033438015,15.220753099411704
289,36,74,1.3312187314840251,-0.6003470830525929,0,7,2.1307221865984536,12.864376481416807
290,939,56,2.5942802257235846,2.1648783973005523,0,7,0.38893612452217097,23.403546332064252
292,501,120,2.5942802257235846,-0.021578959257748494,0,7,2.1839606805997667,15.817785709527236
294,490,50,0.16920215678363057,0.1713437486738663,0,7,-0.09115882339426523,16.66504780643019
298,950,113,-0.5381122799905226,0.8787270110897871,0,6,-0.7484155689925409,19.396001786667966
299,12,26,-0.43706736045135786,-0.150194097878825,0,7,-0.4934919135495883,15.220753099411704
300,914,56,3.3773783521521112,0.3514049427433734,0,7,2.179691556080793,17.410774151951607
301,914,56,2.0890556280277606,0.3514049427433734,0,7,1.2362150373877174,17.410774151951607
305,487,34,0.21972461655321293,0.8787270110897871,0,7,-0.30720154995666143,19.396001786667966
306,524,108,3.35211712226732,0.8787270110897871,0,7,1.5164830620583074,19.396001786667966
307,1154,109,1.8617045590646402,2.1648783973005523,0,7,0.10459820114349294,23.403546332064252
311,938,56,3.35211712226732,0.3514049427433734,0,7,2.161192016498576,17.410774151951607
313,880,32,-0.0834101420642813,0.01700558232857446,0,7,-0.2317860208883732,15.991633345614945
314,486,32,-0.3612836707969843,-0.5360395137420546,0,7,-0.232031754120919,13.231948446749906
316,530,119,1.3312187314840251,-0.150194097878825,0,6,1.2223403827010544,15.220753099411704
317,906,56,2.0890556280277606,2.1648783973005523,0,7,0.1928410049506688,23.403546332064252
319,1148,51,2.5942802257235846,0.8787270110897871,0,7,1.075269043022428,19.396001786667966
320,62,72,-0.2602387512578196,-0.9733309850537147,0,7,0.4344582058512695,10.430141664041317
321,1211,56,1.836443329179849,2.1648783973005523,0,7,0.09479344516491775,23.403546332064252
322,584,110,0.21972461655321293,-0.150194097878825,0,7,0.14381722505779335,15.220753099411704
323,11,26,-0.28549998114261077,-1.4363454840895902,0,7,2.8401251191659465,5.957273131831242
324,28,58,-0.2602387512578196,-0.8575773602947458,0,7,0.23809372485178476,11.251403540441654
326,14,28,-0.2602387512578196,-0.40742437512097807,0,7,-0.1895444782137601,13.93284464905461
327,54,31,0.16920215678363057,-0.6003470830525929,0,7,0.5388912159592019,12.864376481416807
328,491,51,1.7859208694102666,0.23565131798440456,0,7,1.1340975788938787,16.936015630615355
329,1131,68,-0.43706736045135786,1.0073421497108637,0,4,-0.7035938273761978,19.84321204413064
330,933,52,-0.5886347397601049,2.807954090405935,0,0,-0.8660726407354422,25.113599538519104
331,529,115,-0.43706736045135786,-1.114807637536899,0,0,0.32357108466500356,9.31363058679293
335,541,0,-0.5381122799905226,-0.150194097878825,0,7,-0.5915394733353393,15.220753099411704
336,543,26,2.5942802257235846,-0.2916707503620092,0,7,2.79424965541298,14.529427956198603
337,66,110,0.06815723724446582,-0.9347464434673918,0,7,1.0104579441809993,10.711933837777588
339,905,27,0.5733818349402895,-0.40742437512097807,0,7,0.781126363665175,13.93284464905461
340,1153,70,3.0995048234194083,2.1648783973005523,0,7,0.5850312440936728,23.403546332064252
341,1204,0,1.5333085705623546,2.9751537706133346,0,7,-0.18962550925490537,25.5344761212151
343,535,34,0.6744267544794542,-0.11160955629250206,0,7,0.5467687817382578,15.402816398637835
345,563,56,0.1439409268988394,-0.40742437512097807,0,7,0.28108380875784467,13.93284464905461
346,1198,70,2.5942802257235846,2.1648783973005523,0,7,0.38893612452217097,23.403546332064252
347,571,71,-0.5128510501057314,-0.150194097878825,0,1,-0.5670275833889016,15.220753099411704
351,66,110,-0.43706736045135786,-0.9218849296052841,0,7,-0.0032541146208331854,10.803999652740847
352,543,26,0.3207695360923777,-0.2916707503620092,0,7,0.3655486331971293,14.529427956198603
353,604,113,-0.6896796592992698,-0.150194097878825,0,6,-0.7386108130139658,15.220753099411704
354,528,113,-0.6896796592992698,-0.2788092364999015,0,6,-0.7163272766990224,14.59391263995666
355,54,31,0.47233691540112477,-0.8575773602947458,0,7,1.5504226019841443,11.251403540441654
359,73,34,-0.6896796592992698,1.5218027041951698,0,7,-0.8660726407354422,21.51763906014748
361,1146,37,1.836443329179849,2.4864162438532436,0,7,0.011830125346205379,24.27779181176131
362,558,48,0.7249492142490366,-0.2916707503620092,0,7,0.7973177038132807,14.529427956198603
365,547,31,0.16920215678363057,-0.2916707503620092,0,7,0.20363523171607253,14.529427956198603
366,1130,56,3.35211712226732,1.444633621022524,0,7,1.06562502074842,21.276991718822444
367,36,74,1.0280839728665307,-0.703239193949454,0,7,1.9958974290626614,12.24900021219442
370,582,109,0.8259941337882014,-0.021578959257748494,0,7,0.6001154840607117,15.817785709527236
376,894,56,2.8468925245714964,1.3931875655740933,0,7,0.8546620335044882,21.114635363273724
381,25,51,-0.18445506160344602,0.10703617936332803,0,7,-0.35342397099851547,16.388568722135844
382,80,51,0.3207695360923777,-0.6646546523631311,0,7,0.8546620335044882,12.483953383934407
383,608,116,-0.6896796592992698,0.8787270110897871,0,2,-0.8366583727997169,19.396001786667966
385,538,74,2.0890556280277606,0.5186046229507729,0,7,1.068428515595515,18.06961913256246
386,582,109,1.0280839728665307,-0.2788092364999015,0,7,1.1020092866003601,14.59391263995666
387,513,32,0.06815723724446582,-0.40742437512097807,0,7,0.1928410049506688,13.93284464905461
390,900,109,2.5942802257235846,0.23565131798440456,0,7,1.7616019615226852,16.936015630615355
391,529,115,-0.43706736045135786,-0.40742437512097807,0,0,-0.3954443537638373,13.93284464905461
392,916,67,0.8259941337882014,0.6214967338476342,0,7,0.16015848502208513,18.46069947798111
394,27,56,0.5733818349402895,-0.8575773602947458,0,7,1.7314334815886077,11.251403540441654
395,58,56,0.5733818349402895,-0.8833003880189612,0,7,1.8176291385431143,11.07493952451902
396,866,30,0.06815723724446582,-0.40742437512097807,0,7,0.1928410049506688,13.93284464905461
399,929,26,1.3312187314840251,1.5218027041951698,0,7,0.07518393320776762,21.51763906014748
400,1155,110,0.8259941337882014,0.4928815952265576,0,7,0.227446026051522,17.97019759388735
401,881,58,0.5733818349402895,0.36426645660548107,0,7,0.11930533511135555,17.462546674702583
404,1198,70,2.589227979746626,2.023401744817368,0,7,0.4391473316096835,23.005399836232904
406,15,67,0.21972461655321293,-0.5360395137420546,0,7,0.5196662042365054,13.231948446749906
407,1151,56,3.35211712226732,1.843340550747861,0,7,0.8346068508210391,22.485652687923526
409,875,109,1.5838310303319372,0.8787270110897871,0,7,0.4869836843079219,19.396001786667966
410,577,74,0.9775615130969485,0.23565131798440456,0,7,0.506593196265072,16.936015630615355
413,543,26,0.16920215678363057,-0.40742437512097807,0,7,0.31049807669357016,13.93284464905461
414,549,32,-0.2349775213730284,-0.5617625414662699,0,7,-0.047821187250720106,13.086386845272546
415,941,70,1.8617045590646402,2.1648783973005523,0,7,0.10459820114349294,23.403546332064252
418,871,70,3.35211712226732,0.3514049427433734,0,7,2.161192016498576,17.410774151951607
419,485,32,0.16920215678363057,-0.40742437512097807,0,7,0.31049807669357016,13.93284464905461
422,880,32,-0.6896796592992698,-0.40742437512097807,0,7,-0.6895870331210904,13.93284464905461
423,590,120,2.5942802257235846,-0.3431168058104398,0,7,2.9381726789516973,14.267974764928441
424,518,58,0.1186796970140482,-0.6003470830525929,0,7,0.4696811737574953,12.864376481416807
426,1196,51,2.2406230073365077,2.807954090405935,0,7,0.07518393320776762,25.113599538519104
427,544,27,-0.2349775213730284,-0.5360395137420546,0,7,-0.06861915447800056,13.231948446749906
428,559,51,0.2702470763227953,-0.40742437512097807,0,7,0.42815514843647123,13.93284464905461
429,516,51,0.8259941337882014,-0.150194097878825,0,7,0.7321025837722993,15.220753099411704
430,528,113,0.775471674018619,-0.5746240553283776,0,6,1.315316516980646,13.012881332028481
431,58,56,1.1543901222904869,-0.9347464434673918,0,7,3.1542096750897928,10.711933837777588
432,546,31,0.4218144556315424,-0.3431168058104398,0,7,0.5290040670732439,14.267974764928441
433,516,51,0.8765165935577838,-0.2916707503620092,0,7,0.9592311052943374,14.529427956198603
434,886,120,3.604729421115232,0.8787270110897871,0,7,1.663554401736934,19.396001786667966
435,497,56,1.0786064326361133,-0.150194097878825,0,7,0.9772214832366771,15.220753099411704
436,1143,26,2.0890556280277606,2.1648783973005523,0,7,0.1928410049506688,23.403546332064252
437,907,31,0.5733818349402895,0.40285099819180403,0,7,0.09900407656675989,17.61674030696197
438,475,110,0.1186796970140482,-0.2916707503620092,0,7,0.1496640978890537,14.529427956198603
439,510,26,2.0890556280277606,-0.2916707503620092,0,7,2.254538317142791,14.529427956198603
440,922,109,1.5838310303319372,-0.2916707503620092,0,7,1.714826978872602,14.529427956198603
441,484,31,0.5733818349402895,-0.16305561174093267,0,7,0.4993426204153695,15.159475725847086
442,540,113,-0.46232859033614904,0.7243888447444953,0,6,-0.6864578556811195,18.841759436230987
443,586,113,-0.6896796592992698,-0.5360395137420546,0,6,-0.6569045131925066,13.231948446749906
444,1143,26,3.35211712226732,2.280632022059521,0,7,0.6345309830146346,23.72300758566723
446,37,106,-0.2349775213730284,-0.7289622216736693,0,7,0.11440295712206802,12.089381911407637
447,512,31,0.5733818349402895,-0.08588652856828675,0,7,0.42815514843647123,15.522755733244763
448,17,31,0.47233691540112477,-0.7932697909842076,0,7,1.369411722379681,11.67913652277448
449,510,26,0.06815723724446582,-0.40742437512097807,0,7,0.1928410049506688,13.93284464905461
450,577,74,1.836443329179849,-0.21450166718936328,0,7,1.8298089596345117,14.911311770203698
452,874,108,-0.18445506160344602,-0.2788092364999015,0,7,-0.1815224051403806,14.59391263995666
454,592,25,-0.3865449006817755,0.23565131798440456,0,5,-0.552320449421039,16.936015630615355
455,902,0,-0.13393260183386366,0.4928815952265576,0,7,-0.43004937486469064,17.97019759388735
456,509,120,2.841840278594538,0.042728610052789766,0,7,2.280164611056213,16.106263237859746
457,12,26,-0.28549998114261077,-1.372037914779052,0,7,2.0753541528370882,6.7709260664872675
460,57,31,-0.13393260183386366,-1.0505000682263606,0,7,0.8987834354080763,9.838867701940075
463,1956,56,0.8259941337882014,-1.0119155266400377,0,7,2.901173599787263,10.139392049101092
466,2051,27,2.8468925245714964,2.807954090405935,0,7,0.2768817704813125,25.113599538519104
467,605,119,-0.6896796592992698,-0.6646546523631311,0,6,-0.6160513632817771,12.483953383934407
468,16,31,-0.28549998114261077,-1.179115206847437,0,7,0.9281977033438015,8.75309855987417
469,1157,51,2.0890556280277606,0.8787270110897871,0,7,0.781126363665175,19.396001786667966
470,1133,31,1.3312187314840251,1.6504178428162464,0,7,0.03445648529676336,21.91133817999073
472,600,67,0.37129199586196004,-0.40742437512097807,0,7,0.5458122201793726,13.93284464905461
475,34,73,1.053345202751322,-0.8061313048463152,0,7,2.3839908192931043,11.595052869942894
476,1953,31,0.21972461655321293,-0.7932697909842076,0,7,0.9492078947264624,11.67913652277448
477,543,26,0.8259941337882014,-0.150194097878825,0,7,0.7321025837722993,15.220753099411704
478,12,26,0.5733818349402895,-0.40742437512097807,0,7,0.781126363665175,13.93284464905461
479,66,110,-0.18445506160344602,-0.40742437512097807,0,7,-0.10130167440658425,13.93284464905461
480,43,113,-0.6644184294144786,-0.6132085969147005,0,6,-0.5985428704628929,12.789358574448979
481,31,120,1.7859208694102666,-0.5746240553283776,0,7,2.667696651956522,13.012881332028481
487,871,70,3.35211712226732,0.042728610052789766,0,7,2.7202892127611396,16.106263237859746
488,1154,109,2.5942802257235846,1.5218027041951698,0,7,0.6634692919222737,21.51763906014748
493,567,67,0.21972461655321293,-0.5360395137420546,0,7,0.5196662042365054,13.231948446749906
495,907,31,0.3207695360923777,-0.2788092364999015,0,7,0.3532824664182615,14.59391263995666
496,920,58,0.5733818349402895,-0.2788092364999015,0,7,0.6206849021975822,14.59391263995666
497,599,58,0.37129199586196004,-0.5360395137420546,0,7,0.7157613238080076,13.231948446749906
